1,2,3,4,5,6,y,class_id
891,606,767,841,1044,679,1555,281301
606,767,841,1044,679,1555,825,281301
767,841,1044,679,1555,825,686,281301
841,1044,679,1555,825,686,826,281301
1044,679,1555,825,686,826,1169,281301
679,1555,825,686,826,1169,701,281301
1555,825,686,826,1169,701,927,281301
825,686,826,1169,701,927,775,281301
686,826,1169,701,927,775,891,281301
826,1169,701,927,775,891,906,281301
1169,701,927,775,891,906,905,281301
701,927,775,891,906,905,738,281301
927,775,891,906,905,738,1073,281301
775,891,906,905,738,1073,759,281301
891,906,905,738,1073,759,759,281301
906,905,738,1073,759,759,702,281301
905,738,1073,759,759,702,723,281301
738,1073,759,759,702,723,671,281301
1073,759,759,702,723,671,722,281301
759,759,702,723,671,722,687,281301
759,702,723,671,722,687,927,281301
702,723,671,722,687,927,737,281301
723,671,722,687,927,737,871,281301
671,722,687,927,737,871,664,281301
722,687,927,737,871,664,1204,281301
687,927,737,871,664,1204,745,281301
927,737,871,664,1204,745,723,281301
737,871,664,1204,745,723,649,281301
871,664,1204,745,723,649,657,281301
664,1204,745,723,649,657,547,281301
1204,745,723,649,657,547,613,281301
745,723,649,657,547,613,555,281301
723,649,657,547,613,555,796,281301
649,657,547,613,555,796,694,281301
657,547,613,555,796,694,643,281301
547,613,555,796,694,643,694,281301
613,555,796,694,643,694,948,281301
555,796,694,643,694,948,474,281301
796,694,643,694,948,474,562,281301
694,643,694,948,474,562,496,281301
643,694,948,474,562,496,373,281301
694,948,474,562,496,373,511,281301
948,474,562,496,373,511,505,281301
474,562,496,373,511,505,605,281301
562,496,373,511,505,605,687,281301
496,373,511,505,605,687,708,281301
373,511,505,605,687,708,606,281301
511,505,605,687,708,606,1102,281301
505,605,687,708,606,1102,795,281301
605,687,708,606,1102,795,410,281301
687,708,606,1102,795,410,715,281301
708,606,1102,795,410,715,548,281301
606,1102,795,410,715,548,569,281301
1102,795,410,715,548,569,554,281301
795,410,715,548,569,554,621,281301
410,715,548,569,554,621,584,281301
715,548,569,554,621,584,584,281301
548,569,554,621,584,584,329,281301
49,49,49,39,118,118,177,281792
49,49,39,118,118,177,304,281792
49,39,118,118,177,304,255,281792
39,118,118,177,304,255,246,281792
118,118,177,304,255,246,176,281792
118,177,304,255,246,176,246,281792
177,304,255,246,176,246,206,281792
304,255,246,176,246,206,176,281792
255,246,176,246,206,176,334,281792
246,176,246,206,176,334,304,281792
176,246,206,176,334,304,314,281792
246,206,176,334,304,314,324,281792
206,176,334,304,314,324,490,281792
176,334,304,314,324,490,333,281792
334,304,314,324,490,333,167,281792
304,314,324,490,333,167,402,281792
314,324,490,333,167,402,461,281792
324,490,333,167,402,461,392,281792
490,333,167,402,461,392,304,281792
333,167,402,461,392,304,294,281792
167,402,461,392,304,294,392,281792
402,461,392,304,294,392,461,281792
461,392,304,294,392,461,333,281792
392,304,294,392,461,333,431,281792
304,294,392,461,333,431,539,281792
294,392,461,333,431,539,167,281792
392,461,333,431,539,167,343,281792
461,333,431,539,167,343,362,281792
333,431,539,167,343,362,382,281792
431,539,167,343,362,382,393,281792
539,167,343,362,382,393,246,281792
167,343,362,382,393,246,295,281792
343,362,382,393,246,295,373,281792
362,382,393,246,295,373,363,281792
382,393,246,295,373,363,481,281792
89,157,148,236,138,235,187,289386
157,148,236,138,235,187,441,289386
148,236,138,235,187,441,333,289386
236,138,235,187,441,333,255,289386
138,235,187,441,333,255,323,289386
235,187,441,333,255,323,295,289386
187,441,333,255,323,295,295,289386
441,333,255,323,295,295,333,289386
333,255,323,295,295,333,373,289386
255,323,295,295,333,373,295,289386
323,295,295,333,373,295,393,289386
295,295,333,373,295,393,529,289386
295,333,373,295,393,529,539,289386
333,373,295,393,529,539,411,289386
373,295,393,529,539,411,343,289386
295,393,529,539,411,343,480,289386
393,529,539,411,343,480,677,289386
529,539,411,343,480,677,413,289386
539,411,343,480,677,413,392,289386
411,343,480,677,413,392,354,289386
343,480,677,413,392,354,304,289386
480,677,413,392,354,304,471,289386
677,413,392,354,304,471,255,289386
413,392,354,304,471,255,373,289386
392,354,304,471,255,373,667,289386
354,304,471,255,373,667,324,289386
304,471,255,373,667,324,197,289386
471,255,373,667,324,197,324,289386
255,373,667,324,197,324,305,289386
373,667,324,197,324,305,490,289386
667,324,197,324,305,490,314,289386
324,197,324,305,490,314,334,289386
197,324,305,490,314,334,284,289386
324,305,490,314,334,284,305,289386
305,490,314,334,284,305,441,289386
9,9,18,120,222,298,204,289403
9,18,120,222,298,204,171,289403
18,120,222,298,204,171,400,289403
120,222,298,204,171,400,231,289403
222,298,204,171,400,231,359,289403
298,204,171,400,231,359,213,289403
204,171,400,231,359,213,222,289403
171,400,231,359,213,222,179,289403
400,231,359,213,222,179,375,289403
231,359,213,222,179,375,264,289403
359,213,222,179,375,264,299,289403
213,222,179,375,264,299,272,289403
632,276,260,330,375,392,500,290854
276,260,330,375,392,500,320,290854
260,330,375,392,500,320,250,290854
330,375,392,500,320,250,223,290854
375,392,500,320,250,223,134,290854
392,500,320,250,223,134,213,290854
500,320,250,223,134,213,676,290854
320,250,223,134,213,676,178,290854
250,223,134,213,676,178,303,290854
223,134,213,676,178,303,223,290854
134,213,676,178,303,223,436,290854
213,676,178,303,223,436,268,290854
676,178,303,223,436,268,357,290854
178,303,223,436,268,357,365,290854
303,223,436,268,357,365,419,290854
223,436,268,357,365,419,436,290854
436,268,357,365,419,436,338,290854
268,357,365,419,436,338,108,290854
357,365,419,436,338,108,472,290854
365,419,436,338,108,472,268,290854
419,436,338,108,472,268,205,290854
436,338,108,472,268,205,188,290854
338,108,472,268,205,188,276,290854
108,472,268,205,188,276,125,290854
472,268,205,188,276,125,276,290854
268,205,188,276,125,276,116,290854
205,188,276,125,276,116,276,290854
188,276,125,276,116,276,286,290854
276,125,276,116,276,286,143,290854
125,276,116,276,286,143,259,290854
276,116,276,286,143,259,580,290854
116,276,286,143,259,580,347,290854
276,286,143,259,580,347,303,290854
286,143,259,580,347,303,224,290854
143,259,580,347,303,224,225,290854
259,580,347,303,224,225,153,290854
580,347,303,224,225,153,179,290854
347,303,224,225,153,179,251,290854
303,224,225,153,179,251,419,290854
224,225,153,179,251,419,161,290854
225,153,179,251,419,161,117,290854
153,179,251,419,161,117,170,290854
179,251,419,161,117,170,187,290854
251,419,161,117,170,187,205,290854
419,161,117,170,187,205,321,290854
161,117,170,187,205,321,508,290854
117,170,187,205,321,508,277,290854
170,187,205,321,508,277,206,290854
187,205,321,508,277,206,223,290854
205,321,508,277,206,223,250,290854
321,508,277,206,223,250,320,290854
508,277,206,223,250,320,232,290854
277,206,223,250,320,232,232,290854
206,223,250,320,232,232,232,290854
223,250,320,232,232,232,222,290854
250,320,232,232,232,222,179,290854
320,232,232,232,222,179,214,290854
232,232,232,222,179,214,161,290854
232,232,222,179,214,161,241,290854
232,222,179,214,161,241,71,290854
222,179,214,161,241,71,81,290854
179,214,161,241,71,81,285,290854
214,161,241,71,81,285,393,290854
161,241,71,81,285,393,205,290854
507,272,385,489,516,638,751,291086
272,385,489,516,638,751,686,291086
385,489,516,638,751,686,667,291086
489,516,638,751,686,667,630,291086
516,638,751,686,667,630,601,291086
638,751,686,667,630,601,545,291086
751,686,667,630,601,545,1089,291086
686,667,630,601,545,1089,442,291086
667,630,601,545,1089,442,715,291086
630,601,545,1089,442,715,649,291086
601,545,1089,442,715,649,912,291086
545,1089,442,715,649,912,704,291086
1089,442,715,649,912,704,733,291086
442,715,649,912,704,733,723,291086
715,649,912,704,733,723,676,291086
649,912,704,733,723,676,356,291086
912,704,733,723,676,356,338,291086
704,733,723,676,356,338,451,291086
733,723,676,356,338,451,1043,291086
723,676,356,338,451,1043,526,291086
676,356,338,451,1043,526,489,291086
356,338,451,1043,526,489,658,291086
338,451,1043,526,489,658,827,291086
451,1043,526,489,658,827,817,291086
1043,526,489,658,827,817,846,291086
526,489,658,827,817,846,657,291086
489,658,827,817,846,657,1025,291086
658,827,817,846,657,1025,1015,291086
827,817,846,657,1025,1015,694,291086
817,846,657,1025,1015,694,826,291086
846,657,1025,1015,694,826,1420,291086
657,1025,1015,694,826,1420,921,291086
1025,1015,694,826,1420,921,743,291086
1015,694,826,1420,921,743,940,291086
694,826,1420,921,743,940,1081,291086
826,1420,921,743,940,1081,978,291086
1420,921,743,940,1081,978,1014,291086
921,743,940,1081,978,1014,1221,291086
743,940,1081,978,1014,1221,1166,291086
940,1081,978,1014,1221,1166,1108,291086
1081,978,1014,1221,1166,1108,1382,291086
978,1014,1221,1166,1108,1382,855,291086
1014,1221,1166,1108,1382,855,1363,291086
1221,1166,1108,1382,855,1363,573,291086
1166,1108,1382,855,1363,573,827,291086
1108,1382,855,1363,573,827,630,291086
1382,855,1363,573,827,630,1165,291086
855,1363,573,827,630,1165,668,291086
1363,573,827,630,1165,668,808,291086
573,827,630,1165,668,808,789,291086
827,630,1165,668,808,789,836,291086
630,1165,668,808,789,836,714,291086
1165,668,808,789,836,714,724,291086
668,808,789,836,714,724,1232,291086
808,789,836,714,724,1232,611,291086
789,836,714,724,1232,611,507,291086
836,714,724,1232,611,507,554,291086
714,724,1232,611,507,554,555,291086
724,1232,611,507,554,555,903,291086
1232,611,507,554,555,903,949,291086
611,507,554,555,903,949,629,291086
507,554,555,903,949,629,386,291086
554,555,903,949,629,386,376,291086
555,903,949,629,386,376,320,291086
5,10,30,50,45,20,70,291514
10,30,50,45,20,70,40,291514
30,50,45,20,70,40,40,291514
50,45,20,70,40,40,40,291514
45,20,70,40,40,40,55,291514
20,70,40,40,40,55,65,291514
70,40,40,40,55,65,115,291514
40,40,40,55,65,115,75,291514
40,40,55,65,115,75,135,291514
40,55,65,115,75,135,45,291514
55,65,115,75,135,45,70,291514
65,115,75,135,45,70,130,291514
115,75,135,45,70,130,75,291514
75,135,45,70,130,75,55,291514
135,45,70,130,75,55,85,291514
45,70,130,75,55,85,50,291514
70,130,75,55,85,50,80,291514
130,75,55,85,50,80,90,291514
75,55,85,50,80,90,85,291514
55,85,50,80,90,85,110,291514
85,50,80,90,85,110,180,291514
50,80,90,85,110,180,130,291514
80,90,85,110,180,130,75,291514
90,85,110,180,130,75,100,291514
85,110,180,130,75,100,165,291514
110,180,130,75,100,165,155,291514
180,130,75,100,165,155,160,291514
130,75,100,165,155,160,140,291514
75,100,165,155,160,140,155,291514
100,165,155,160,140,155,150,291514
165,155,160,140,155,150,155,291514
155,160,140,155,150,155,170,291514
160,140,155,150,155,170,220,291514
140,155,150,155,170,220,150,291514
155,150,155,170,220,150,140,291514
150,155,170,220,150,140,145,291514
155,170,220,150,140,145,100,291514
170,220,150,140,145,100,120,291514
220,150,140,145,100,120,55,291514
150,140,145,100,120,55,95,291514
140,145,100,120,55,95,105,291514
145,100,120,55,95,105,105,291514
100,120,55,95,105,105,60,291514
120,55,95,105,105,60,185,291514
55,95,105,105,60,185,75,291514
95,105,105,60,185,75,35,291514
105,105,60,185,75,35,55,291514
105,60,185,75,35,55,90,291514
60,185,75,35,55,90,75,291514
185,75,35,55,90,75,95,291514
75,35,55,90,75,95,60,291514
35,55,90,75,95,60,50,291514
55,90,75,95,60,50,95,291514
90,75,95,60,50,95,50,291514
34,217,170,89,143,197,116,302513
217,170,89,143,197,116,143,302513
170,89,143,197,116,143,156,302513
89,143,197,116,143,156,95,302513
143,197,116,143,156,95,109,302513
197,116,143,156,95,109,170,302513
499,167,275,141,282,191,282,304458
167,275,141,282,191,282,191,304458
275,141,282,191,282,191,209,304458
141,282,191,282,191,209,132,304458
282,191,282,191,209,132,217,304458
191,282,191,209,132,217,84,304458
282,191,209,132,217,84,348,304458
191,209,132,217,84,348,141,304458
209,132,217,84,348,141,91,304458
132,217,84,348,141,91,116,304458
217,84,348,141,91,116,241,304458
84,348,141,91,116,241,215,304458
348,141,91,116,241,215,323,304458
141,91,116,241,215,323,299,304458
91,116,241,215,323,299,307,304458
116,241,215,323,299,307,258,304458
241,215,323,299,307,258,183,304458
215,323,299,307,258,183,150,304458
323,299,307,258,183,150,373,304458
299,307,258,183,150,373,107,304458
307,258,183,150,373,107,100,304458
258,183,150,373,107,100,175,304458
183,150,373,107,100,175,207,304458
150,373,107,100,175,207,100,304458
373,107,100,175,207,100,158,304458
107,100,175,207,100,158,334,304458
100,175,207,100,158,334,366,304458
175,207,100,158,334,366,331,304458
207,100,158,334,366,331,432,304458
100,158,334,366,331,432,581,304458
158,334,366,331,432,581,672,304458
334,366,331,432,581,672,580,304458
366,331,432,581,672,580,356,304458
331,432,581,672,580,356,331,304458
432,581,672,580,356,331,440,304458
581,672,580,356,331,440,440,304458
672,580,356,331,440,440,606,304458
580,356,331,440,440,606,522,304458
356,331,440,440,606,522,597,304458
331,440,440,606,522,597,640,304458
440,440,606,522,597,640,605,304458
440,606,522,597,640,605,905,304458
606,522,597,640,605,905,480,304458
522,597,640,605,905,480,349,304458
597,640,605,905,480,349,481,304458
640,605,905,480,349,481,747,304458
605,905,480,349,481,747,390,304458
905,480,349,481,747,390,449,304458
480,349,481,747,390,449,432,304458
349,481,747,390,449,432,532,304458
481,747,390,449,432,532,565,304458
747,390,449,432,532,565,298,304458
390,449,432,532,565,298,432,304458
449,432,532,565,298,432,739,304458
432,532,565,298,432,739,448,304458
532,565,298,432,739,448,490,304458
565,298,432,739,448,490,548,304458
298,432,739,448,490,548,506,304458
432,739,448,490,548,506,448,304458
739,448,490,548,506,448,473,304458
448,490,548,506,448,473,706,304458
490,548,506,448,473,706,731,304458
548,506,448,473,706,731,605,304458
506,448,473,706,731,605,373,304458
114,238,197,402,319,262,476,308913
238,197,402,319,262,476,205,308913
197,402,319,262,476,205,278,308913
402,319,262,476,205,278,320,308913
319,262,476,205,278,320,311,308913
262,476,205,278,320,311,213,308913
476,205,278,320,311,213,189,308913
205,278,320,311,213,189,304,308913
278,320,311,213,189,304,500,308913
320,311,213,189,304,500,401,308913
311,213,189,304,500,401,297,308913
213,189,304,500,401,297,378,308913
189,304,500,401,297,378,796,308913
304,500,401,297,378,796,501,308913
500,401,297,378,796,501,312,308913
401,297,378,796,501,312,295,308913
297,378,796,501,312,295,303,308913
378,796,501,312,295,303,312,308913
796,501,312,295,303,312,311,308913
501,312,295,303,312,311,278,308913
312,295,303,312,311,278,196,308913
295,303,312,311,278,196,253,308913
303,312,311,278,196,253,328,308913
312,311,278,196,253,328,254,308913
311,278,196,253,328,254,262,308913
278,196,253,328,254,262,122,308913
196,253,328,254,262,122,180,308913
253,328,254,262,122,180,205,308913
328,254,262,122,180,205,107,308913
254,262,122,180,205,107,123,308913
262,122,180,205,107,123,148,308913
122,180,205,107,123,148,123,308913
180,205,107,123,148,123,188,308913
205,107,123,148,123,188,213,308913
107,123,148,123,188,213,148,308913
123,148,123,188,213,148,81,308913
148,123,188,213,148,81,82,308913
123,188,213,148,81,82,49,308913
188,213,148,81,82,49,41,308913
213,148,81,82,49,41,57,308913
148,81,82,49,41,57,74,308913
81,82,49,41,57,74,123,308913
82,49,41,57,74,123,122,308913
49,41,57,74,123,122,237,308913
41,57,74,123,122,237,132,308913
57,74,123,122,237,132,139,308913
478,248,172,207,342,529,836,321683
248,172,207,342,529,836,646,321683
172,207,342,529,836,646,750,321683
207,342,529,836,646,750,809,321683
342,529,836,646,750,809,512,321683
529,836,646,750,809,512,630,321683
836,646,750,809,512,630,792,321683
646,750,809,512,630,792,442,321683
750,809,512,630,792,442,494,321683
809,512,630,792,442,494,477,321683
512,630,792,442,494,477,912,321683
630,792,442,494,477,912,750,321683
792,442,494,477,912,750,1030,321683
442,494,477,912,750,1030,783,321683
494,477,912,750,1030,783,987,321683
477,912,750,1030,783,987,953,321683
912,750,1030,783,987,953,877,321683
750,1030,783,987,953,877,724,321683
1030,783,987,953,877,724,1369,321683
783,987,953,877,724,1369,826,321683
987,953,877,724,1369,826,1030,321683
953,877,724,1369,826,1030,1251,321683
877,724,1369,826,1030,1251,1387,321683
724,1369,826,1030,1251,1387,1105,321683
1369,826,1030,1251,1387,1105,1413,321683
826,1030,1251,1387,1105,1413,1386,321683
1030,1251,1387,1105,1413,1386,1395,321683
1251,1387,1105,1413,1386,1395,1380,321683
1387,1105,1413,1386,1395,1380,971,321683
1105,1413,1386,1395,1380,971,954,321683
1413,1386,1395,1380,971,954,1837,321683
1386,1395,1380,971,954,1837,1175,321683
1395,1380,971,954,1837,1175,1165,321683
1380,971,954,1837,1175,1165,997,321683
971,954,1837,1175,1165,997,1167,321683
954,1837,1175,1165,997,1167,1550,321683
1837,1175,1165,997,1167,1550,1312,321683
1175,1165,997,1167,1550,1312,1592,321683
1165,997,1167,1550,1312,1592,1966,321683
997,1167,1550,1312,1592,1966,1573,321683
1167,1550,1312,1592,1966,1573,1515,321683
1550,1312,1592,1966,1573,1515,1183,321683
1312,1592,1966,1573,1515,1183,1624,321683
1592,1966,1573,1515,1183,1624,980,321683
1966,1573,1515,1183,1624,980,1726,321683
1573,1515,1183,1624,980,1726,1149,321683
1515,1183,1624,980,1726,1149,1727,321683
1183,1624,980,1726,1149,1727,1498,321683
1624,980,1726,1149,1727,1498,1820,321683
980,1726,1149,1727,1498,1820,1828,321683
1726,1149,1727,1498,1820,1828,2024,321683
1149,1727,1498,1820,1828,2024,1879,321683
1727,1498,1820,1828,2024,1879,2262,321683
1498,1820,1828,2024,1879,2262,2628,321683
1820,1828,2024,1879,2262,2628,851,321683
1828,2024,1879,2262,2628,851,844,321683
2024,1879,2262,2628,851,844,1633,321683
1879,2262,2628,851,844,1633,1531,321683
2262,2628,851,844,1633,1531,1488,321683
2628,851,844,1633,1531,1488,1464,321683
851,844,1633,1531,1488,1464,1795,321683
844,1633,1531,1488,1464,1795,1914,321683
1633,1531,1488,1464,1795,1914,2067,321683
1531,1488,1464,1795,1914,2067,2186,321683
143.66666666666666,143.66666666666666,143.66666666666666,9.0,178.0,244.0,113.0,340175.0
175,717,2070,2281,1812,1692,1812,347384
717,2070,2281,1812,1692,1812,2291,347384
2070,2281,1812,1692,1812,2291,1583,347384
2281,1812,1692,1812,2291,1583,2024,347384
1812,1692,1812,2291,1583,2024,1921,347384
1692,1812,2291,1583,2024,1921,2446,347384
1812,2291,1583,2024,1921,2446,1848,347384
2291,1583,2024,1921,2446,1848,2126,347384
1583,2024,1921,2446,1848,2126,2824,347384
2024,1921,2446,1848,2126,2824,4856,347384
1921,2446,1848,2126,2824,4856,2088,347384
2446,1848,2126,2824,4856,2088,2152,347384
1848,2126,2824,4856,2088,2152,2088,347384
2126,2824,4856,2088,2152,2088,2310,347384
2824,4856,2088,2152,2088,2310,1997,347384
4856,2088,2152,2088,2310,1997,2872,347384
2088,2152,2088,2310,1997,2872,2493,347384
2152,2088,2310,1997,2872,2493,3322,347384
2088,2310,1997,2872,2493,3322,3045,347384
2310,1997,2872,2493,3322,3045,2538,347384
1997,2872,2493,3322,3045,2538,3461,347384
2872,2493,3322,3045,2538,3461,5337,347384
2493,3322,3045,2538,3461,5337,4270,347384
3322,3045,2538,3461,5337,4270,2438,347384
3045,2538,3461,5337,4270,2438,2025,347384
2538,3461,5337,4270,2438,2025,2355,347384
3461,5337,4270,2438,2025,2355,1794,347384
5337,4270,2438,2025,2355,1794,1839,347384
4270,2438,2025,2355,1794,1839,2235,347384
2438,2025,2355,1794,1839,2235,3791,347384
2025,2355,1794,1839,2235,3791,6255,347384
2355,1794,1839,2235,3791,6255,3037,347384
1794,1839,2235,3791,6255,3037,7066,347384
1839,2235,3791,6255,3037,7066,4278,347384
2235,3791,6255,3037,7066,4278,3091,347384
3791,6255,3037,7066,4278,3091,1361,347384
6255,3037,7066,4278,3091,1361,663,347384
3037,7066,4278,3091,1361,663,2345,347384
7066,4278,3091,1361,663,2345,3661,347384
4278,3091,1361,663,2345,3661,2419,347384
3091,1361,663,2345,3661,2419,2465,347384
1361,663,2345,3661,2419,2465,4002,347384
663,2345,3661,2419,2465,4002,3238,347384
2345,3661,2419,2465,4002,3238,3873,347384
3661,2419,2465,4002,3238,3873,7563,347384
2419,2465,4002,3238,3873,7563,3579,347384
2465,4002,3238,3873,7563,3579,2235,347384
4002,3238,3873,7563,3579,2235,1610,347384
3238,3873,7563,3579,2235,1610,1702,347384
3873,7563,3579,2235,1610,1702,2751,347384
7563,3579,2235,1610,1702,2751,2475,347384
3579,2235,1610,1702,2751,2475,2558,347384
2235,1610,1702,2751,2475,2558,1527,347384
1610,1702,2751,2475,2558,1527,2613,347384
1702,2751,2475,2558,1527,2613,2898,347384
64,202,321,312,671,267,331,348641
202,321,312,671,267,331,378,348641
321,312,671,267,331,378,341,348641
312,671,267,331,378,341,414,348641
671,267,331,378,341,414,294,348641
267,331,378,341,414,294,570,348641
331,378,341,414,294,570,515,348641
378,341,414,294,570,515,506,348641
341,414,294,570,515,506,617,348641
414,294,570,515,506,617,1261,348641
294,570,515,506,617,1261,451,348641
570,515,506,617,1261,451,257,348641
515,506,617,1261,451,257,451,348641
506,617,1261,451,257,451,414,348641
617,1261,451,257,451,414,488,348641
1261,451,257,451,414,488,387,348641
451,257,451,414,488,387,442,348641
257,451,414,488,387,442,413,348641
451,414,488,387,442,413,405,348641
414,488,387,442,413,405,340,348641
2522,1571,2106,1436,2571,2425,2367,349023
1571,2106,1436,2571,2425,2367,2009,349023
2106,1436,2571,2425,2367,2009,2202,349023
1436,2571,2425,2367,2009,2202,3154,349023
2571,2425,2367,2009,2202,3154,2114,349023
2425,2367,2009,2202,3154,2114,1969,349023
2367,2009,2202,3154,2114,1969,4123,349023
2009,2202,3154,2114,1969,4123,1863,349023
2202,3154,2114,1969,4123,1863,1717,349023
3154,2114,1969,4123,1863,1717,2386,349023
2114,1969,4123,1863,1717,2386,3269,349023
1969,4123,1863,1717,2386,3269,1921,349023
4123,1863,1717,2386,3269,1921,2697,349023
1863,1717,2386,3269,1921,2697,2939,349023
1717,2386,3269,1921,2697,2939,3348,349023
2386,3269,1921,2697,2939,3348,3260,349023
3269,1921,2697,2939,3348,3260,3037,349023
1921,2697,2939,3348,3260,3037,2552,349023
2697,2939,3348,3260,3037,2552,4860,349023
2939,3348,3260,3037,2552,4860,2135,349023
3348,3260,3037,2552,4860,2135,1960,349023
3260,3037,2552,4860,2135,1960,2271,349023
3037,2552,4860,2135,1960,2271,2328,349023
2552,4860,2135,1960,2271,2328,1891,349023
4860,2135,1960,2271,2328,1891,2435,349023
2135,1960,2271,2328,1891,2435,2502,349023
1960,2271,2328,1891,2435,2502,2853,349023
2271,2328,1891,2435,2502,2853,1871,349023
2328,1891,2435,2502,2853,1871,1407,349023
1891,2435,2502,2853,1871,1407,2088,349023
2435,2502,2853,1871,1407,2088,4434,349023
2502,2853,1871,1407,2088,4434,3163,349023
2853,1871,1407,2088,4434,3163,1824,349023
1871,1407,2088,4434,3163,1824,1815,349023
1407,2088,4434,3163,1824,1815,2008,349023
2088,4434,3163,1824,1815,2008,1737,349023
4434,3163,1824,1815,2008,1737,1930,349023
3163,1824,1815,2008,1737,1930,1455,349023
1824,1815,2008,1737,1930,1455,1951,349023
1815,2008,1737,1930,1455,1951,1698,349023
2008,1737,1930,1455,1951,1698,1582,349023
1737,1930,1455,1951,1698,1582,1814,349023
1930,1455,1951,1698,1582,1814,1960,349023
1455,1951,1698,1582,1814,1960,1271,349023
1951,1698,1582,1814,1960,1271,815,349023
1698,1582,1814,1960,1271,815,1135,349023
1582,1814,1960,1271,815,1135,1038,349023
1814,1960,1271,815,1135,1038,777,349023
1960,1271,815,1135,1038,777,1155,349023
1271,815,1135,1038,777,1155,1659,349023
815,1135,1038,777,1155,1659,1640,349023
1135,1038,777,1155,1659,1640,923,349023
1038,777,1155,1659,1640,923,904,349023
777,1155,1659,1640,923,904,2105,349023
1155,1659,1640,923,904,2105,727,349023
1659,1640,923,904,2105,727,486,349023
1640,923,904,2105,727,486,785,349023
923,904,2105,727,486,785,562,349023
904,2105,727,486,785,562,748,349023
2105,727,486,785,562,748,612,349023
727,486,785,562,748,612,786,349023
486,785,562,748,612,786,679,349023
785,562,748,612,786,679,941,349023
562,748,612,786,679,941,941,349023
48,119,206,245,349,325,325,350259
119,206,245,349,325,325,538,350259
206,245,349,325,325,538,538,350259
245,349,325,325,538,538,538,350259
349,325,325,538,538,538,585,350259
325,325,538,538,538,585,657,350259
325,538,538,538,585,657,515,350259
538,538,538,585,657,515,142,350259
538,538,585,657,515,142,506,350259
538,585,657,515,142,506,545,350259
585,657,515,142,506,545,363,350259
657,515,142,506,545,363,347,350259
515,142,506,545,363,347,419,350259
142,506,545,363,347,419,427,350259
506,545,363,347,419,427,372,350259
545,363,347,419,427,372,340,350259
363,347,419,427,372,340,513,350259
347,419,427,372,340,513,711,350259
419,427,372,340,513,711,324,350259
427,372,340,513,711,324,292,350259
372,340,513,711,324,292,530,350259
340,513,711,324,292,530,348,350259
513,711,324,292,530,348,419,350259
711,324,292,530,348,419,379,350259
324,292,530,348,419,379,513,350259
292,530,348,419,379,513,490,350259
530,348,419,379,513,490,640,350259
348,419,379,513,490,640,577,350259
460,202,322,184,303,230,414,354068
202,322,184,303,230,414,415,354068
322,184,303,230,414,415,440,354068
184,303,230,414,415,440,350,354068
303,230,414,415,440,350,404,354068
230,414,415,440,350,404,469,354068
414,415,440,350,404,469,1167,354068
415,440,350,404,469,1167,633,354068
440,350,404,469,1167,633,469,354068
350,404,469,1167,633,469,533,354068
404,469,1167,633,469,533,884,354068
469,1167,633,469,533,884,496,354068
1167,633,469,533,884,496,525,354068
633,469,533,884,496,525,542,354068
469,533,884,496,525,542,736,354068
533,884,496,525,542,736,533,354068
884,496,525,542,736,533,635,354068
496,525,542,736,533,635,680,354068
525,542,736,533,635,680,718,354068
542,736,533,635,680,718,396,354068
736,533,635,680,718,396,478,354068
533,635,680,718,396,478,552,354068
635,680,718,396,478,552,616,354068
680,718,396,478,552,616,321,354068
718,396,478,552,616,321,580,354068
396,478,552,616,321,580,570,354068
478,552,616,321,580,570,634,354068
552,616,321,580,570,634,616,354068
616,321,580,570,634,616,358,354068
321,580,570,634,616,358,396,354068
580,570,634,616,358,396,1389,354068
570,634,616,358,396,1389,774,354068
634,616,358,396,1389,774,533,354068
616,358,396,1389,774,533,451,354068
358,396,1389,774,533,451,532,354068
396,1389,774,533,451,532,422,354068
1389,774,533,451,532,422,396,354068
774,533,451,532,422,396,534,354068
533,451,532,422,396,534,596,354068
451,532,422,396,534,596,652,354068
532,422,396,534,596,652,568,354068
422,396,534,596,652,568,653,354068
396,534,596,652,568,653,809,354068
534,596,652,568,653,809,350,354068
596,652,568,653,809,350,330,354068
652,568,653,809,350,330,533,354068
568,653,809,350,330,533,496,354068
653,809,350,330,533,496,386,354068
809,350,330,533,496,386,468,354068
350,330,533,496,386,468,552,354068
330,533,496,386,468,552,901,354068
533,496,386,468,552,901,736,354068
496,386,468,552,901,736,1077,354068
386,468,552,901,736,1077,1601,354068
468,552,901,736,1077,1601,442,354068
552,901,736,1077,1601,442,552,354068
901,736,1077,1601,442,552,634,354068
736,1077,1601,442,552,634,469,354068
1077,1601,442,552,634,469,579,354068
1601,442,552,634,469,579,525,354068
442,552,634,469,579,525,846,354068
552,634,469,579,525,846,607,354068
634,469,579,525,846,607,920,354068
469,579,525,846,607,920,460,354068
84,91,210,196,301,196,147,356986
91,210,196,301,196,147,203,356986
210,196,301,196,147,203,217,356986
196,301,196,147,203,217,238,356986
301,196,147,203,217,238,308,356986
196,147,203,217,238,308,140,356986
147,203,217,238,308,140,266,356986
203,217,238,308,140,266,203,356986
217,238,308,140,266,203,217,356986
238,308,140,266,203,217,287,356986
308,140,266,203,217,287,462,356986
140,266,203,217,287,462,273,356986
266,203,217,287,462,273,287,356986
203,217,287,462,273,287,287,356986
217,287,462,273,287,287,350,356986
287,462,273,287,287,350,322,356986
462,273,287,287,350,322,287,356986
